Object_name,chr,lncRNA_start,lncRNA_end,Alu,Alu_strand,Alu_chr,Alu_start,Alu_end,TF_Name,TF_MA,Score,TF_strand,TF_chr,TF_start,TF_end
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA0740.2,471,471,+,chr19,39123235,39123244
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA0742.2,451,451,+,chr19,39123235,39123244
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1511.2,433,433,+,chr19,39123235,39123244
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1870.1,451,451,+,chr19,39123235,39123244
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA0599.1,406,406,-,chr19,39123235,39123245
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1515.1,662,662,-,chr19,39123235,39123246
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1516.1,510,510,-,chr19,39123235,39123246
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1517.1,602,602,-,chr19,39123235,39123246
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA0119.1,430,430,-,chr19,39123235,39123249
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA0861.1,466,466,-,chr19,39123237,39123255
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA0822.1,487,487,-,chr19,39123244,39123256
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA0822.1,489,489,+,chr19,39123244,39123256
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1108.2,439,439,+,chr19,39123245,39123255
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1720.1,413,413,-,chr19,39123251,39123267
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA0483.1,452,452,+,chr19,39123257,39123268
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1542.1,411,411,+,chr19,39123264,39123274
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1596.1,685,685,-,chr19,39123269,39123285
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1587.1,474,474,-,chr19,39123270,39123284
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1871.1,561,561,+,chr19,39123273,39123288
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1723.1,427,427,+,chr19,39123273,39123297
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1710.1,436,436,+,chr19,39123278,39123290
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA2039.1,422,422,-,chr19,39123280,39123295
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1581.1,580,580,+,chr19,39123292,39123305
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA0517.1,427,427,-,chr19,39123304,39123319
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA0596.1,411,411,-,chr19,39123331,39123341
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA0143.4,470,470,-,chr19,39123335,39123346
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA0514.2,464,464,-,chr19,39123335,39123346
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1120.1,455,455,-,chr19,39123335,39123346
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA0087.2,465,465,-,chr19,39123335,39123348
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA0078.2,511,511,-,chr19,39123335,39123349
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA0077.1,433,433,+,chr19,39123337,39123346
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA0868.2,433,433,-,chr19,39123337,39123347
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1152.1,416,416,+,chr19,39123337,39123347
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA0472.2,410,410,-,chr19,39123349,39123360
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA0502.2,402,402,-,chr19,39123352,39123364
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1125.1,586,586,+,chr19,39123376,39123388
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1125.1,492,492,+,chr19,39123377,39123389
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1125.1,611,611,+,chr19,39123378,39123390
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1125.1,560,560,+,chr19,39123379,39123391
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1125.1,622,622,+,chr19,39123380,39123392
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1125.1,622,622,+,chr19,39123381,39123393
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1125.1,622,622,+,chr19,39123382,39123394
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1125.1,622,622,+,chr19,39123383,39123395
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1125.1,480,480,+,chr19,39123384,39123396
PAK4,19,39125770,39182816,AluSp,+,19,39123097,39123397,MA1125.1,474,474,+,chr19,39123385,39123397
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA1151.1,421,421,+,chr19,39123441,39123453
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA1150.1,420,420,+,chr19,39123443,39123454
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA1101.2,410,410,-,chr19,39123444,39123463
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0478.1,414,414,+,chr19,39123457,39123468
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA1567.2,433,433,-,chr19,39123461,39123473
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0802.1,421,421,-,chr19,39123462,39123472
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0690.2,405,405,+,chr19,39123462,39123473
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA1566.2,446,446,-,chr19,39123462,39123473
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA1565.1,470,470,-,chr19,39123462,39123474
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA1621.1,434,434,+,chr19,39123463,39123477
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0801.1,481,481,-,chr19,39123464,39123472
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0803.1,481,481,-,chr19,39123464,39123472
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0805.1,481,481,-,chr19,39123464,39123472
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0806.1,481,481,-,chr19,39123464,39123472
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0807.1,481,481,-,chr19,39123464,39123472
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA1620.1,426,426,+,chr19,39123464,39123476
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0745.2,426,426,+,chr19,39123464,39123477
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0830.2,404,404,+,chr19,39123464,39123477
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA1631.1,415,415,+,chr19,39123464,39123477
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA1558.1,494,494,-,chr19,39123465,39123475
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA1559.1,425,425,-,chr19,39123465,39123475
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0103.3,438,438,+,chr19,39123465,39123476
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0522.3,446,446,+,chr19,39123465,39123476
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA1648.1,438,438,+,chr19,39123465,39123476
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0019.1,479,479,+,chr19,39123468,39123480
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0483.1,410,410,+,chr19,39123473,39123484
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA1596.1,615,615,-,chr19,39123485,39123501
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA1587.1,471,471,-,chr19,39123486,39123500
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA1565.1,425,425,+,chr19,39123495,39123507
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA1615.1,413,413,+,chr19,39123510,39123523
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0728.1,485,485,+,chr19,39123514,39123529
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0859.1,508,508,+,chr19,39123514,39123530
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA1587.1,508,508,-,chr19,39123518,39123532
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0693.3,426,426,+,chr19,39123520,39123531
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA1540.2,542,542,+,chr19,39123520,39123537
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0505.2,419,419,-,chr19,39123523,39123536
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0014.3,415,415,+,chr19,39123547,39123559
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0773.1,414,414,+,chr19,39123565,39123577
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0784.2,454,454,-,chr19,39123572,39123588
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0715.1,408,408,+,chr19,39123574,39123585
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0499.2,438,438,-,chr19,39123588,39123601
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0745.2,417,417,-,chr19,39123588,39123601
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA0830.2,477,477,-,chr19,39123588,39123601
PAK4,19,39125770,39182816,AluJr,+,19,39123448,39123590,MA1631.1,443,443,-,chr19,39123588,39123601
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0499.2,438,438,-,chr19,39123588,39123601
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0745.2,417,417,-,chr19,39123588,39123601
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0830.2,477,477,-,chr19,39123588,39123601
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA1631.1,443,443,-,chr19,39123588,39123601
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA1596.1,450,450,-,chr19,39123625,39123641
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA1587.1,410,410,-,chr19,39123626,39123640
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA1541.1,417,417,+,chr19,39123627,39123644
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA2041.1,455,455,+,chr19,39123647,39123660
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA1587.1,565,565,-,chr19,39123658,39123672
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0139.1,429,429,+,chr19,39123678,39123697
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0687.1,419,419,+,chr19,39123683,39123697
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA1599.1,413,413,+,chr19,39123686,39123702
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0105.4,497,497,-,chr19,39123687,39123700
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0105.4,507,507,+,chr19,39123687,39123700
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0778.1,526,526,+,chr19,39123687,39123700
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0778.1,532,532,-,chr19,39123687,39123700
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0107.1,419,419,-,chr19,39123689,39123699
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0497.1,509,509,+,chr19,39123703,39123718
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0052.4,595,595,+,chr19,39123704,39123719
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0660.1,487,487,+,chr19,39123705,39123717
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0773.1,507,507,+,chr19,39123705,39123717
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA1487.2,474,474,+,chr19,39123705,39123719
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0088.2,409,409,-,chr19,39123725,39123741
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0024.3,413,413,+,chr19,39123737,39123749
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA1421.1,449,449,-,chr19,39123753,39123765
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0693.3,527,527,-,chr19,39123755,39123766
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0114.4,415,415,-,chr19,39123755,39123768
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0484.2,415,415,-,chr19,39123755,39123768
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA1534.1,430,430,+,chr19,39123756,39123765
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA1596.1,655,655,-,chr19,39123761,39123777
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA1587.1,454,454,-,chr19,39123762,39123776
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA1723.1,432,432,+,chr19,39123762,39123786
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0516.3,407,407,+,chr19,39123766,39123775
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0131.2,405,405,-,chr19,39123767,39123779
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0119.1,484,484,+,chr19,39123776,39123790
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0161.2,402,402,-,chr19,39123782,39123793
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0090.3,406,406,+,chr19,39123800,39123813
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA1121.1,401,401,+,chr19,39123800,39123813
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA1623.1,404,404,+,chr19,39123840,39123853
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0687.1,446,446,+,chr19,39123840,39123854
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0080.6,453,453,+,chr19,39123840,39123857
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA1508.1,476,476,+,chr19,39123841,39123853
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA1710.1,441,441,+,chr19,39123843,39123855
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA1723.1,424,424,+,chr19,39123844,39123868
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0149.1,787,787,+,chr19,39123847,39123865
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0149.1,785,785,+,chr19,39123851,39123869
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0136.3,505,505,+,chr19,39123855,39123867
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0149.1,909,909,+,chr19,39123855,39123873
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA1723.1,460,460,+,chr19,39123855,39123879
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0136.3,473,473,+,chr19,39123859,39123871
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0149.1,1000,1000,+,chr19,39123859,39123877
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA1723.1,481,481,+,chr19,39123859,39123883
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0136.3,473,473,+,chr19,39123863,39123875
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA0149.1,1000,1000,+,chr19,39123863,39123881
PAK4,19,39125770,39182816,AluSx1,+,19,39123590,39123867,MA1723.1,497,497,+,chr19,39123863,39123887
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1723.1,424,424,+,chr19,39123844,39123868
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0149.1,785,785,+,chr19,39123851,39123869
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0149.1,909,909,+,chr19,39123855,39123873
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1723.1,460,460,+,chr19,39123855,39123879
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0136.3,473,473,+,chr19,39123859,39123871
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0149.1,1000,1000,+,chr19,39123859,39123877
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1723.1,481,481,+,chr19,39123859,39123883
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0136.3,473,473,+,chr19,39123863,39123875
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0149.1,1000,1000,+,chr19,39123863,39123881
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1723.1,497,497,+,chr19,39123863,39123887
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0136.3,473,473,+,chr19,39123867,39123879
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0149.1,846,846,+,chr19,39123867,39123885
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0050.3,548,548,+,chr19,39123877,39123892
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0772.1,448,448,+,chr19,39123878,39123892
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1623.1,587,587,+,chr19,39123879,39123892
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0687.1,486,486,+,chr19,39123879,39123893
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0517.1,485,485,-,chr19,39123879,39123894
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1709.1,422,422,+,chr19,39123879,39123894
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0080.6,445,445,+,chr19,39123879,39123896
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0508.3,662,662,-,chr19,39123882,39123893
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0050.3,437,437,+,chr19,39123891,39123906
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1623.1,446,446,+,chr19,39123893,39123906
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0050.3,523,523,+,chr19,39123895,39123910
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0772.1,429,429,+,chr19,39123896,39123910
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1623.1,561,561,+,chr19,39123897,39123910
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0687.1,409,409,+,chr19,39123897,39123911
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0517.1,514,514,-,chr19,39123897,39123912
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1709.1,442,442,+,chr19,39123897,39123912
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1645.1,443,443,-,chr19,39123957,39123971
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA2041.1,458,458,+,chr19,39123981,39123994
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1581.1,515,515,+,chr19,39123982,39123995
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0019.1,496,496,+,chr19,39124004,39124016
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0497.1,453,453,+,chr19,39124040,39124055
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1125.1,474,474,+,chr19,39124041,39124053
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0052.4,474,474,+,chr19,39124041,39124056
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0773.1,406,406,+,chr19,39124042,39124054
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1125.1,652,652,+,chr19,39124042,39124054
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1125.1,561,561,+,chr19,39124043,39124055
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1125.1,637,637,+,chr19,39124044,39124056
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1125.1,622,622,+,chr19,39124045,39124057
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1125.1,622,622,+,chr19,39124046,39124058
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1125.1,622,622,+,chr19,39124047,39124059
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1872.1,435,435,+,chr19,39124047,39124068
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1125.1,622,622,+,chr19,39124048,39124060
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1125.1,622,622,+,chr19,39124049,39124061
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1125.1,622,622,+,chr19,39124050,39124062
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0041.2,457,457,+,chr19,39124050,39124066
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1125.1,497,497,+,chr19,39124051,39124063
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1623.1,402,402,+,chr19,39124051,39124064
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0517.1,409,409,-,chr19,39124051,39124066
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1125.1,476,476,+,chr19,39124052,39124064
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1487.2,458,458,+,chr19,39124052,39124066
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0851.1,437,437,+,chr19,39124052,39124069
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0846.1,447,447,+,chr19,39124054,39124066
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0041.2,485,485,+,chr19,39124054,39124070
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0593.1,412,412,+,chr19,39124055,39124066
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0757.1,402,402,+,chr19,39124055,39124069
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1623.1,442,442,+,chr19,39124057,39124070
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1709.1,460,460,+,chr19,39124057,39124072
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1152.1,450,450,-,chr19,39124058,39124068
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1125.1,449,449,+,chr19,39124059,39124071
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA0517.1,430,430,-,chr19,39124063,39124078
PAK4,19,39125770,39182816,AluJr,+,19,39123867,39124066,MA1152.1,406,406,-,chr19,39124065,39124075
PAK4,19,39125770,39182816,FLAM_C,+,19,39124717,39124850,MA2031.1,450,450,-,chr19,39124711,39124721
PAK4,19,39125770,39182816,FLAM_C,+,19,39124717,39124850,MA1153.1,411,411,+,chr19,39124712,39124720
PAK4,19,39125770,39182816,FLAM_C,+,19,39124717,39124850,MA0019.1,470,470,+,chr19,39124737,39124749
PAK4,19,39125770,39182816,FLAM_C,+,19,39124717,39124850,MA0483.1,410,410,+,chr19,39124742,39124753
PAK4,19,39125770,39182816,FLAM_C,+,19,39124717,39124850,MA1596.1,747,747,-,chr19,39124754,39124770
PAK4,19,39125770,39182816,FLAM_C,+,19,39124717,39124850,MA1587.1,630,630,-,chr19,39124755,39124769
PAK4,19,39125770,39182816,FLAM_C,+,19,39124717,39124850,MA1871.1,413,413,+,chr19,39124758,39124773
PAK4,19,39125770,39182816,FLAM_C,+,19,39124717,39124850,MA0146.2,503,503,-,chr19,39124759,39124773
PAK4,19,39125770,39182816,FLAM_C,+,19,39124717,39124850,MA1710.1,461,461,+,chr19,39124763,39124775
PAK4,19,39125770,39182816,FLAM_C,+,19,39124717,39124850,MA1587.1,565,565,-,chr19,39124787,39124801
PAK4,19,39125770,39182816,FLAM_C,+,19,39124717,39124850,MA0497.1,473,473,+,chr19,39124829,39124844
PAK4,19,39125770,39182816,FLAM_C,+,19,39124717,39124850,MA0052.4,487,487,+,chr19,39124830,39124845
PAK4,19,39125770,39182816,FLAM_C,+,19,39124717,39124850,MA0773.1,438,438,+,chr19,39124831,39124843
PAK4,19,39125770,39182816,FLAM_C,+,19,39124717,39124850,MA1872.1,455,455,+,chr19,39124832,39124853
PAK4,19,39125770,39182816,FLAM_C,+,19,39124717,39124850,MA0901.2,407,407,+,chr19,39124833,39124847
PAK4,19,39125770,39182816,FLAM_C,+,19,39124717,39124850,MA1112.2,412,412,+,chr19,39124845,39124857
PAK4,19,39125770,39182816,AluSq2,+,19,39124859,39125154,MA0478.1,414,414,+,chr19,39124858,39124869
PAK4,19,39125770,39182816,AluSq2,+,19,39124859,39125154,MA0801.1,403,403,-,chr19,39124865,39124873
PAK4,19,39125770,39182816,AluSq2,+,19,39124859,39125154,MA0805.1,403,403,-,chr19,39124865,39124873
PAK4,19,39125770,39182816,AluSq2,+,19,39124859,39125154,MA0819.2,420,420,+,chr19,39124865,39124875
PAK4,19,39125770,39182816,AluSq2,+,19,39124859,39125154,MA0626.1,416,416,-,chr19,39124866,39124876
PAK4,19,39125770,39182816,AluSq2,+,19,39124859,39125154,MA0626.1,417,417,+,chr19,39124866,39124876
PAK4,19,39125770,39182816,AluSq2,+,19,39124859,39125154,MA0823.1,416,416,+,chr19,39124866,39124876
PAK4,19,39125770,39182816,AluSq2,+,19,39124859,39125154,MA0608.1,430,430,-,chr19,39124867,39124876
PAK4,19,39125770,39182816,AluSq2,+,19,39124859,39125154,MA0819.2,440,440,-,chr19,39124867,39124877
PAK4,19,39125770,39182816,AluSq2,+,19,39124859,39125154,MA0019.1,422,422,+,chr19,39124869,39124881
PAK4,19,39125770,39182816,AluSq2,+,19,39124859,39125154,MA1596.1,707,707,-,chr19,39124886,39124902
PAK4,19,39125770,39182816,AluSq2,+,19,39124859,39125154,MA1587.1,628,628,-,chr19,39124887,39124901
PAK4,19,39125770,39182816,AluSq2,+,19,39124859,39125154,MA0146.2,530,530,-,chr19,39124891,39124905
PAK4,19,39125770,39182816,AluSq2,+,19,39124859,39125154,MA2033.1,626,626,-,chr19,39124902,39124926
PAK4,19,39125770,39182816,AluSq2,+,19,39124859,39125154,MA0494.1,512,512,-,chr19,39124903,39124922
PAK4,19,39125770,39182816,AluSq2,+,19,39124859,39125154,MA0860.1,547,547,+,chr19,39124905,39124922
PAK4,19,39125770,39182816,AluSq2,+,19,39124859,39125154,MA0828.2,412,412,+,chr19,39124906,39124920
PAK4,19,39125770,39182816,AluSq2,+,19,39124859,39125154,MA0828.2,413,413,-,chr19,39124906,39124920
PAK4,19,39125770,39182816,AluSq2,+,19,39124859,39125154,MA0829.2,473,473,-,chr19,39124906,39124920
