Ensembl_ID,log2FoldChange,pvalue,Object_name,chr,start,end
ENSG00000206579.9,-1.47433338458266,0.0482005324349042,XKR4,8,55102028,55542054
ENSG00000207154.1,-1.92816588490453,0.0044423450672746,RNU1-46P,18,51283733,51283896
ENSG00000210077.1,1.00037403938138,4.57592775254138e-06,MT-TV,MT,1602,1670
ENSG00000211690.1,-1.17825219618764,0.0433513348390208,TRGJ1,7,38269491,38269540
ENSG00000212807.3,-1.25875627256734,0.0376209793203906,OR2A42,7,144228244,144239605
ENSG00000213155.4,1.40669876719979,0.0149495936338447,ZCCHC10P1,3,181866351,181867154
ENSG00000213296.4,1.16112140091589,0.0136859446343969,ZCCHC10P1,7,124480524,124481395
ENSG00000213761.4,1.54065526400627,0.0236860486295447,MT1P1,9,95413267,95413449
ENSG00000213875.3,2.24948667327142,0.0039175299719496,MT1P1,7,13871856,13872513
ENSG00000213979.3,1.17256733291844,0.0028948329251245,RPL7AP14,20,37444733,37445534
ENSG00000214688.6,2.44507932492823,4.22242927961163e-05,C10orf105,10,71711701,71737824
ENSG00000215784.6,2.2508711015202,0.0078216881043194,FAM72D,1,145095974,145112696
ENSG00000215915.10,1.49257924902805,0.0093941709301857,ATAD3C,1,1449689,1470163
ENSG00000218510.9,-1.27929789698824,0.0104104788216621,LINC00339,1,22024558,22031223
ENSG00000218582.2,1.03634624050791,0.0235676272398545,GAPDHP63,6,79953005,79954011
ENSG00000219222.1,-1.16699862288501,0.03183253290601,RPL12P47,6,43310231,43310357
ENSG00000219986.2,1.13813641966428,0.0281764343769477,BTF3P7,6,6794915,6795402
ENSG00000221970.4,-1.33171168873234,0.0286003686482374,OR2A1,7,144312419,144322737
ENSG00000221988.13,-1.71421800860223,0.0146898987809727,PPT2,6,32153441,32163678
ENSG00000223466.2,1.44880649236993,0.0395452884916724,LINC01825,2,195532945,195540287
ENSG00000223914.5,1.19238071224822,0.0288733935055267,LINC02471,12,40156113,40211419
ENSG00000224470.9,-1.1416689902739,0.0002920445717936,ATXN1L,16,71808439,71885268
ENSG00000224973.6,-1.73813198066498,0.0042658301036396,LARGE-AS1,22,33725007,33750843
ENSG00000225177.6,2.4248894275299,0.0035524794357376,NHSL1-AS1,6,138692548,138697288
ENSG00000225265.2,2.20817880642348,0.0004674314807376,TAF1A-AS1,1,222589825,222593843
ENSG00000225393.1,-1.12171371205853,0.0278816347016245,lncRNA:novel transcript,X,155468286,155487046
ENSG00000225416.1,1.52353434201679,0.0036679687031944,RPL36AP28,7,152602213,152602892
ENSG00000225471.5,1.39029469577761,0.0294481666908176,TPT1P15,X,72159845,72160346
ENSG00000225492.6,1.4672720101593,9.32908012625174e-06,GBP1P1,1,89410319,89426243
ENSG00000225886.3,1.88056463778612,0.0051463052800157,"lncRNA:novel transcript, antisense to IFI6",1,27669468,27703063
ENSG00000226287.9,-1.48391672220262,0.0010989797335312,TMEM191A,22,20702007,20704490
ENSG00000226677.3,1.24126646526949,0.0399054496944324,IGBP1P1,14,34939324,34940332
ENSG00000226791.8,-1.11998617286284,0.0216786618550367,LINC02611,2,98761098,98775361
ENSG00000226824.8,-1.18122359112774,0.0061309784585195,lncRNA:novel transcript,7,66654513,66685692
ENSG00000226842.1,-1.12255609945603,0.0236309527625889,"lncRNA:novel transcript, antisense to EPC1",10,32281686,32282829
ENSG00000227946.2,1.84466593054401,0.0013620129684487,INO80D-AS1,2,206084605,206086863
ENSG00000228053.1,2.23327550237007,1.78232280893731e-05,RPL21P87,9,110024881,110025358
ENSG00000228107.1,2.03336971851847,0.0097445023212921,"lncRNA:novel transcript, sense overlapping MORC3",21,36360630,36362040
ENSG00000228278.5,-1.05745063324781,0.0154664133228298,ORM2,9,114329869,114333251
ENSG00000228283.3,-1.46056671592024,0.0046700736869659,KATNBL1P6,6,146802359,146803824
ENSG00000228451.4,1.30817286433556,0.0035163308343529,SDAD1P1,8,26375913,26382988
ENSG00000228782.8,1.11228081677481,0.0351677065050899,SDAD1P1,17,47482992,47492459
ENSG00000229036.7,-1.10897480124149,0.0118294246482145,VDAC1P8,6,143490424,143506406
ENSG00000229089.8,-1.26794691798215,0.0451296540782142,ANKRD20A8P,2,94791103,94857282
ENSG00000229487.1,-1.45479524568845,0.0231415822180406,ALG13-AS1,X,111706649,111711101
ENSG00000229832.1,1.54022033328023,0.024343438618707,"lncRNA:novel transcript, sense intronic to PPP2R5A",1,212357418,212358353
ENSG00000230074.4,-1.6735235734749,0.0404859685072894,lncRNA:novel transcript,9,34665607,34681981
ENSG00000230138.2,1.0991707716762,0.0362154395478009,LINC02812,1,53366656,53368245
ENSG00000230330.1,1.36894558000754,0.0109582925326528,HMGN2P3,16,26032539,26032811
ENSG00000230454.1,1.82838330514426,0.0304065669802748,lncRNA:novel transcript,3,50260303,50263358
ENSG00000230953.2,1.16328597136746,0.0342215488861862,lncRNA:novel transcript,1,52920422,52920596
ENSG00000231663.2,1.76232111619382,0.0296976451100306,COA6-AS1,1,234372807,234373664
ENSG00000231744.1,1.4536280475654,0.0236936224279453,COA6-AS1,9,124598707,124599580
ENSG00000231770.7,1.122397878521,0.0221484025928713,TMEM44-AS1,3,194583991,194590260
ENSG00000232060.3,1.04751943244079,0.0402236054399028,SLC4A1APP1,9,30558880,30559481
ENSG00000232228.1,2.60420754493448,2.64298485636459e-06,RPL36AP16,2,69594741,69595058
ENSG00000232934.8,1.34892445677717,0.0187115454966153,"lncRNA:novel transcript, antisense to ACSL5",10,112395813,112425589
ENSG00000233057.1,-1.33806489503527,0.0072993355030948,EEF1A1P14,1,194188967,194190342
ENSG00000233278.1,1.39535776063314,0.0361501513789095,RPS26P2,9,30831878,30832225
ENSG00000233467.2,-1.61927711222117,0.0106430005367266,HAX1P1,X,148198014,148198878
ENSG00000233639.8,1.6663517233229,0.0162337466967108,PANTR1,2,104764932,104853183
ENSG00000233747.1,2.05835220943142,4.45106292270906e-05,RPL36AP13,2,24334512,24335152
ENSG00000233901.7,-1.10868004015773,0.0201142605128884,LINC01503,9,129332300,129359549
ENSG00000233921.2,1.31840415471107,0.0152489070372243,RPS15AP40,X,36374793,36375183
ENSG00000233975.2,1.85125079761395,9.054078819855431e-17,LINC02574,1,27660328,27666279
ENSG00000234292.3,-1.50595308647173,0.0076480962783396,lncRNA:novel transcript,5,91280097,91281142
ENSG00000234336.7,1.10454344234989,0.0490867893875636,JAZF1-AS1,7,28180322,28243917
ENSG00000234367.1,-1.94430215393682,0.0070933029446857,PFN1P3,1,145407772,145408173
ENSG00000234750.1,1.54238624369711,0.0074334621204607,PFN1P3,19,12284337,12285185
ENSG00000234996.4,-1.17562052568881,0.0497869069436657,ACTG1P25,1,202861754,202875241
ENSG00000235084.3,1.81191910277847,0.0082350096236179,CHCHD2P6,1,15604597,15605043
ENSG00000235175.1,1.66946454808489,1.31665969298282e-05,RPL26P37,Y,5793300,5793737
ENSG00000235535.9,1.28137178399163,0.01318396644297,TRDN-AS1,6,123389421,123511509
ENSG00000235560.4,1.44288273315314,0.0005245061545309,ZNF747-DT,16,30534752,30537149
ENSG00000235916.1,1.28169482873848,0.0464349675768621,MRPS18CP7,X,53825887,53826309
ENSG00000236035.2,1.05916049366389,0.0316499616030233,NSA2P1,1,203656969,203657760
ENSG00000236199.1,-1.40959957534778,0.001336794700119,SMARCA2-AS1,9,2041900,2046023
ENSG00000236444.5,1.72668254827849,0.0023786515315509,UBE2L5,13,30422488,30429758
ENSG00000237125.12,-1.11930309535478,0.0384062160995804,HAND2-AS1,4,173527270,173659696
ENSG00000237281.1,-1.71267678072338,0.0294624432120458,CATIP-AS2,2,218326889,218357966
ENSG00000237328.1,-2.05396221226404,0.049907574117486,RAI1-AS1,17,17759154,17770821
ENSG00000238015.2,1.9879277510156,0.0437836942097039,RAI1-AS1,1,78666272,78666695
ENSG00000238058.2,1.10996669753612,0.0209064860727973,CAMSAP1-DT,9,135907812,135916126
ENSG00000238164.6,1.05512670441384,0.0319718957720786,TNFRSF14-AS1,1,2549920,2557031
ENSG00000238260.2,-1.81244851491052,0.0181348042393676,lncRNA:novel transcript,1,3622857,3624786
ENSG00000239213.7,1.06490056803502,0.0120725573202811,NCK1-DT,3,136835345,136862618
ENSG00000239636.2,-1.42869382930637,0.0135765424111128,TFAP2E-AS1,1,35569807,35577779
ENSG00000239732.4,2.32712169348609,0.0031477628516124,TLR9,3,52221080,52225645
ENSG00000240152.2,-1.57590348172961,0.0373563868090569,LINC02271,4,61143656,61153962
ENSG00000240366.1,-1.10218762787584,0.0058877898936923,RPL36AP45,15,75186651,75186968
ENSG00000240371.1,-1.5101873420938,0.0005912368184129,RPS4XP13,11,57576292,57577080
ENSG00000240509.1,1.3441216929348,0.0020542123628894,RPL34P18,8,93957338,93957691
ENSG00000240634.1,2.45813260412265,0.0003404998221368,RPL34P18,16,28813980,28814673
ENSG00000240935.7,-1.13056249143404,0.011700118184045,PLGLA,2,106382171,106392864
ENSG00000241186.10,1.80928018392202,0.0209840622848985,TDGF1,3,46574534,46582457
ENSG00000241494.1,1.61371956185151,0.0002882796969606,TDGF1,14,101677943,101678380
ENSG00000241511.1,1.03458281374991,0.020001285524169,RPS15AP24,8,30117384,30117779
ENSG00000241556.1,1.07826698740694,0.0054247949510716,RPL29P26,12,95467397,95467861
ENSG00000241678.1,-1.18590626473608,0.0023381274907746,RPL21P94,11,6685891,6686369
ENSG00000241728.5,-1.0795805131123,0.0023196117162119,"lncRNA:novel transcript, sense overlapping C21orf2",21,44328944,44330221
ENSG00000241741.1,-1.0062033853188,1.7576975422738e-05,RPL7AP30,4,112788083,112788878
ENSG00000241764.5,1.11110832709,0.045022179796896,CBLL1-AS1,7,107739999,107744581
ENSG00000242208.1,-2.15565636843234,0.0404275152784285,RPL5P29,11,56357328,56358221
ENSG00000242258.2,-1.609745794083,0.0401141520397967,LINC00996,7,150433654,150448141
ENSG00000242327.1,-1.26702802553911,0.0017415438974168,LINC00996,15,52095295,52095747
ENSG00000242747.1,1.55617619755132,0.0462402998583554,RPL21P14,15,58869659,58870134
ENSG00000242779.7,-1.8631977801139,0.0168982471161515,ZNF702P,19,52966896,53037898
ENSG00000243099.1,1.38729052129223,0.0271756674381005,RPL17P27,7,138688980,138689522
ENSG00000243156.9,-1.0531716367929,0.0072967311413254,MICAL3,22,17787649,18024561
ENSG00000243280.2,1.23649690223442,0.0496519590180977,RPL36AP19,4,112171215,112171527
ENSG00000243284.1,2.41892347427297,0.0225486281067981,VSIG8,1,159854316,159862657
ENSG00000243749.1,-1.04357785115817,0.0005726517754334,TMEM35B,1,34981380,34985347
ENSG00000243779.1,1.10388549542722,0.0012916753920375,RPL36AP49,18,13919603,13919923
ENSG00000243904.1,1.99470518559578,0.0266184752527234,RPSAP5,14,103374033,103374916
ENSG00000244005.13,-1.15242770353212,0.0065323253896747,NFS1,20,35668052,35699355
ENSG00000244361.1,1.15927893986218,0.0156335265382247,RPL30P7,5,10488820,10489142
ENSG00000244607.7,2.51876871027434,0.0013246871974928,CCDC13,3,42705756,42773253
ENSG00000245680.11,1.39214260214094,0.0004027151348627,ZNF585B,19,37181579,37218153
ENSG00000245864.4,1.1940324017588,0.0201303902801667,MEF2C-AS2,5,88676014,88779088
ENSG00000246225.7,1.16542752011478,0.038184109312788,"lncRNA:novel transcript, antisense to SVIP",11,22829380,22945393
ENSG00000246308.3,1.23426224727796,0.0264749877619435,"lncRNA:novel transcript, antisense to ZBED5",11,10809199,10822931
ENSG00000247199.6,-1.65522477266685,0.0006969931977109,FBXO38-DT,5,148088125,148383907
ENSG00000248503.3,1.50770562962068,0.0139195808006676,C4orf46P2,X,77910682,77966295
ENSG00000248593.3,-1.13830548608399,0.0312708191020325,DSTNP2,12,6884898,6885684
ENSG00000248839.1,-1.62661232462686,0.0033116377078624,lncRNA:novel transcript,3,98522570,98525334
ENSG00000249249.2,-1.54808685558291,0.0024135248454824,TICAM2-AS1,5,115602057,115623897
ENSG00000249252.5,1.53241549728664,0.0335617157889395,C1QTNF7-AS1,4,15004942,15427914
ENSG00000250135.1,1.17133714763794,0.0061079142789061,lncRNA:novel transcript,1,32170733,32176568
ENSG00000250302.3,-1.66161277846945,0.0414683452312003,LINC01618,4,52712394,52866821
ENSG00000250562.1,-1.44635781002855,0.0067239461468938,RPL38P4,3,98525061,98525274
ENSG00000251201.8,1.05885741070708,0.0233226144383933,TMED7-TICAM2,5,115578642,115626161
ENSG00000251364.8,-1.426477050805,0.0476134148280178,SYT9-AS1,11,7418826,7513665
ENSG00000251992.1,-2.41935144902478,0.007190655275837,SCARNA17,18,49814133,49814276
ENSG00000253183.1,1.61759011533839,0.0411283222899351,SCARNA17,7,139502453,139503812
ENSG00000253683.1,1.347017930669,0.0016902522455288,SCARNA17,5,172656522,172656713
ENSG00000253819.2,2.02347004357597,0.0073079355218317,LINC01151,8,122485194,122733804
ENSG00000253945.1,1.02952720017152,0.000814967717041,LINC01151,8,95403802,95403894
ENSG00000254166.3,1.36842251653219,3.12217677218491e-06,CASC19,8,127072694,127227541
ENSG00000254614.2,-1.07234290408773,0.0090732502212516,CAPN1-AS1,11,65177606,65181834
ENSG00000254802.1,-1.19049544481671,0.0148278480729303,lncRNA:novel transcript,8,60965802,60967775
ENSG00000255084.1,-1.87959434991162,0.0172977688589428,lncRNA:novel transcript,11,78533176,78558565
ENSG00000255092.1,-1.25076759233749,0.0240235092325713,lncRNA:novel transcript,11,44606170,44608101
ENSG00000255135.5,1.48320143929945,0.0360437292866303,EMSY-DT,11,76435559,76444690
ENSG00000255248.10,1.0308232419645,0.01765249587922,MIR100HG,11,122028325,122556721
ENSG00000255321.1,-1.55836425514953,0.0025721253424502,lncRNA:novel transcript,8,60551957,60553036
ENSG00000255449.1,-2.18717017462453,0.0077666906397779,"lncRNA:novel transcript, antisense to AAMDC",11,77866412,77870091
ENSG00000256061.7,1.07494934716878,0.001054048686268,DNAAF4,15,55410525,55508234
ENSG00000256092.3,1.50376462886422,0.0388306133939502,SBNO1-AS1,12,123363868,123366113
ENSG00000256294.8,1.46166159469411,0.0053996193300574,ZNF225,19,44112181,44134822
ENSG00000256349.1,-1.47589508774781,0.011773944398515,ZNF225,11,66509079,66533613
ENSG00000257000.1,-1.19902774709291,0.03335634278523,lncRNA:novel transcript,12,132077803,132080460
ENSG00000257226.2,-1.51662191998054,0.0362317695732108,"lncRNA:novel transcript, antisense to ARHGAP15",2,143765940,143776119
ENSG00000257529.5,1.00253320858895,0.0002282439204852,RPL36A-HNRNPH2,X,101391011,101412297
ENSG00000257607.1,-1.05251741937565,0.0008199946986531,"lncRNA:novel transcript, antisense to GPR146",7,1055360,1059261
ENSG00000258430.1,-1.26329388194409,0.0019042553604838,"lncRNA:novel transcript, antisense to AKT1",14,104769349,104770271
ENSG00000258554.1,-1.16374806375101,0.0106994814676009,"lncRNA:novel transcript, antisense to CDK2",12,55966838,55967474
ENSG00000258628.1,2.03878343483611,0.0147449657032553,RHPN2P1,15,20228620,20277503
ENSG00000258761.1,-1.20049941990566,0.0312105393919987,"lncRNA:novel transcript, antisense to SLCO3A1",15,92162798,92172436
ENSG00000258826.6,-1.38639856330038,0.0018812043933858,LINC01147,14,88018181,88036319
ENSG00000258830.1,1.19861508330005,0.0342429209903923,LINC01147,12,57249609,57296484
ENSG00000258964.1,1.75295731670688,0.0108609119473615,lncRNA:novel transcript,14,61734138,61776260
ENSG00000259363.6,1.64161132478734,0.0025457219326539,lncRNA:novel transcript,15,99805793,99916818
ENSG00000259418.1,1.69767337817666,0.0208070024512583,"lncRNA:novel transcript, antisense to SORD",15,45041716,45058707
ENSG00000259453.1,-1.59922313199007,0.048592926061097,"lncRNA:novel transcript, sense intronic to AKAP13",15,85701109,85702771
ENSG00000259535.1,1.2733427212194,0.0072177781370542,RPL21P12,14,103148597,103149408
ENSG00000259792.1,1.11859110491287,0.0014812079731251,"lncRNA:novel transcript, antisense to TBC1D2B",15,77993405,77995289
ENSG00000260285.1,1.41218866338196,0.0443196783770911,TRMT61A-DT,14,103525010,103529072
ENSG00000260306.1,1.7424408667649,0.0183203449577219,lncRNA:novel transcript,16,21794095,21795759
ENSG00000260388.2,-1.14711356884122,0.0054696425998786,LINC00562,13,47930153,47932622
ENSG00000260507.1,-1.25485381267493,0.0338164709599102,lncRNA:novel transcript,16,90105095,90106316
ENSG00000260641.1,-2.01579027469322,0.0230986444184325,TSPAN5-DT,4,98658894,98664550
ENSG00000260844.2,2.0226024643626,0.0262608834286369,TSPAN5-DT,15,28763440,28764151
ENSG00000260862.1,-1.01298799553579,0.0454708729496735,lncRNA:novel transcript,16,82773319,82829638
ENSG00000261366.1,-1.23105685214438,0.0275208778626677,MANEA-DT,6,95575183,95577450
ENSG00000261544.1,-1.20689470054551,0.0426294181979955,"lncRNA:novel transcript, intronic to DENND4A",15,65766460,65767398
ENSG00000261558.2,-1.48574778885791,0.0070590495274223,LINC01859,19,23015059,23031818
ENSG00000261620.1,-1.66755652301455,0.0397551675343895,HMGN2P41,16,35802869,35803280
ENSG00000261759.1,1.34468777232597,0.0035392652756906,"lncRNA:novel transcript, antisense to ITPRIPL2",16,19119976,19121629
ENSG00000261790.2,1.0121354153,0.0288059592179662,lncRNA:novel transcript,16,1984877,1990477
ENSG00000261879.8,-1.42500202816435,0.0286238731645922,ZNF594-DT,17,5192007,5248182
ENSG00000262979.1,-1.04726101522497,0.0311256132932784,lncRNA:novel transcript,17,80315651,80316633
ENSG00000263171.1,1.58844087726388,0.017864368136807,"lncRNA:novel transcript, antisense to KCTD11",17,7352687,7354944
ENSG00000263412.2,-2.18542236989632,0.0231964634707,NFE2L1-DT,17,48045141,48048107
ENSG00000263513.6,2.04077768219989,0.0166283016697706,FAM72C,1,143955287,143971986
ENSG00000263669.2,1.95190235146323,0.0117034026029597,RN7SL470P,2,70075014,70075272
ENSG00000263787.1,1.31787935990454,0.0241338831449123,SKAP1-AS1,17,48185938,48204529
ENSG00000263809.1,1.37419548780228,1.10911163563551e-05,SKAP1-AS1,17,8368638,8383187
ENSG00000264743.2,1.43913763909787,0.0145063344048229,DPRXP4,17,30975387,30975954
ENSG00000265261.1,-1.91569978654661,0.0003724849585154,DPRXP4,18,76884935,76888724
ENSG00000265303.1,-1.30088783383611,0.0042592340303376,DPRXP4,17,59197566,59215226
ENSG00000266237.1,-2.05217192932152,0.0194207740349898,"lncRNA:novel transcript, sense intronic to TAF4B",18,26266009,26267409
ENSG00000266933.2,1.87857476131648,0.0070861914970102,MADCAM1-AS1,19,490046,507833
ENSG00000267179.1,1.14815844369772,0.0253029838652997,MADCAM1-AS1,19,11925075,11979290
ENSG00000267248.4,-1.82238485935821,0.0346353024282574,lncRNA:novel transcript,17,60122642,60135743
ENSG00000267319.1,1.60973458077886,0.0026206088482932,SELENOKP1,19,37693280,37693564
ENSG00000267436.1,-1.20953648972257,0.0179023095480061,"lncRNA:novel transcript, antisense to MFSD12",19,3544199,3557569
ENSG00000267526.1,1.77964925711894,0.0326944630018475,"lncRNA:novel transcript, antisense to MFSD12",17,60063004,60064782
ENSG00000267547.1,1.4806551375815,0.0280875031688935,lncRNA:novel transcript,17,35403837,35404373
ENSG00000267618.5,1.1354770301941,0.0473330280813607,lncRNA:novel transcript,17,35011349,35121493
ENSG00000268292.1,-1.27867186351408,0.0141635844682973,"lncRNA:novel transcript, antisense to C22orf25",22,20064552,20065705
ENSG00000268996.3,-1.55106389406267,0.0104673599537743,MAN1B1-DT,9,137084946,137086817
ENSG00000269001.3,-1.22073622175702,0.0203138870883735,ZNF818P,19,53204016,53214522
ENSG00000269386.6,1.36171328865988,0.0197872620477434,RAB11B-AS1,19,8374372,8390685
ENSG00000269837.1,1.67966248987171,0.0015166393532383,IPO5P1,19,23255053,23257939
ENSG00000269949.1,-2.16914274367569,0.0040524752578105,lncRNA:novel transcript,4,56960927,56961373
ENSG00000270008.1,1.31577766668539,0.0440117658774336,lncRNA:novel transcript,13,32425358,32432954
ENSG00000270149.5,1.08886372978226,0.0010452544690446,lncRNA:novel transcript,1,160997957,161038962
ENSG00000270230.1,-1.12543361422153,0.0003214288780162,MTND6P22,5,100046450,100046970
ENSG00000270959.1,1.76179980197574,0.045971317388464,LPP-AS2,3,188151206,188154069
ENSG00000270972.1,1.81817407197765,0.0004723291584853,lncRNA:novel transcript,11,333192,333688
ENSG00000271519.1,-1.65070195666975,0.0462532290579293,lncRNA:novel transcript,X,35864858,35869631
ENSG00000271732.1,-1.30164994514256,0.0455962726231951,lncRNA:novel transcript,1,16617391,16617729
ENSG00000272189.1,1.5077822523903,0.0016822325984955,MAP7-AS1,6,136550661,136552554
ENSG00000272335.1,1.68027680302683,0.0070831660925154,lncRNA:novel transcript,5,44826076,44828592
ENSG00000272638.1,2.05642745696171,0.0261457366036108,"lncRNA:novel transcript, antisense to NOD1",7,30424672,30425412
ENSG00000272669.1,1.3580559997173,0.0058050556289573,"lncRNA:novel transcript, antisense to SUN2",22,38742625,38743115
ENSG00000272931.1,1.77330559497266,0.0436977194425556,LRRC8D-DT,1,89820174,89820868
ENSG00000273047.1,-1.14511673107585,0.0023916526262056,LRRC8D-DT,20,63738270,63740398
ENSG00000273066.5,-1.97663022818043,0.014812903214401,lncRNA:novel transcript,9,136799223,136810042
ENSG00000273272.2,1.28360331514249,0.0038748787435091,lncRNA:novel transcript,22,50541108,50543011
ENSG00000273891.1,2.36973309987184,0.0252320241865684,"lncRNA:novel transcript, antisense to NSMCE4A",10,121965764,121967700
ENSG00000274173.1,1.41394146807606,0.0151097067300606,LINC02967,20,24931840,24932983
ENSG00000274349.5,1.32970458986473,0.0251224319154314,ZNF658,9,66856426,66932141
ENSG00000274466.1,1.93438603298116,0.0147974286648261,MIR1273H,16,24203116,24203231
ENSG00000274523.5,-1.94228328732086,5.32288198613845e-07,RCC1L,7,75027122,75074228
ENSG00000274760.1,1.57325213739451,0.0178641884296549,RCC1L,20,49279116,49279208
ENSG00000275585.2,-1.09326956653817,0.0411304600460808,PDE4DIPP4,1,121029592,121042572
ENSG00000276449.1,1.08597073254879,0.0285101945080651,lncRNA:novel transcript,19,57449689,57453011
ENSG00000276645.1,1.99532047539079,0.0236754899066211,Metazoa_SRP,1,33029232,33029576
ENSG00000276809.1,1.63601428976742,0.0198071772340717,"lncRNA:novel transcript, sense intronic to DNAJC3",13,95744726,95745765
ENSG00000277007.1,-1.52537709346592,0.0369681225209828,lncRNA:novel transcript,1,219270774,219273387
ENSG00000277198.1,1.04405031143763,0.0486340288002807,RN7SL270P,17,47041825,47042105
ENSG00000277452.1,-1.97213903713572,0.0174645702916698,RN7SL473P,1,150566562,150566860
ENSG00000277969.1,1.58218296651021,0.0494014229319075,lncRNA:novel transcript,17,38702449,38704747
ENSG00000278619.5,-1.94422841364556,0.0030397953847903,MRM1,17,36601583,36608964
ENSG00000279227.1,2.46458573824943,0.0339521986886759,MRM1,2,118014174,118015679
ENSG00000279236.1,1.91442625433501,0.0425182444736839,MRM1,18,62551203,62552505
ENSG00000279278.1,-1.37500568364358,0.0013519294779032,lncRNA:novel transcript,22,22264601,22273020
ENSG00000279296.1,1.01010498280575,9.2792673528165e-07,PRAL,17,6772831,6776116
ENSG00000279361.1,1.0002054509693,0.0230004149845198,PRAL,17,67637774,67638973
ENSG00000279722.1,-1.09833877810721,0.0049935765513972,PRAL,16,53487607,53489943
ENSG00000279879.1,2.34988121562972,0.009619091786503,PRAL,17,44689858,44693340
ENSG00000279887.1,-1.98814663842607,0.0112248991314381,PRAL,16,78525189,78526535
ENSG00000279962.1,2.28299127990606,0.0414255516369867,PRAL,18,13710249,13710484
ENSG00000280214.1,1.48060998465076,0.0237143707114577,PRAL,16,67550815,67552935
ENSG00000280287.1,2.47890893370521,0.0046273532352717,PRAL,12,132550729,132554947
ENSG00000280537.2,-1.21609207523521,0.0062915675513099,PRAL,2,219075329,219170827
ENSG00000280571.2,2.10322750157861,0.0031939038695717,PRAL,3,42705756,42804518
ENSG00000280734.3,-1.0703963871679,0.0378831132988808,LINC01232,13,99486962,99499306
ENSG00000282742.1,-1.65285360812081,0.0092174343523385,LINC01232,4,6697861,6698809
ENSG00000283683.2,-2.88564430143167,0.0017372052612152,MYOCOS,1,171600621,171638799
ENSG00000283773.1,-1.92389853831529,0.0189118667373072,MYOCOS,1,16642767,16643109
ENSG00000284070.1,1.24834395906892,0.0205989469945663,lncRNA:novel transcript,22,24645171,24651657
ENSG00000284194.3,1.07578964704288,1.44041929814726e-05,SCO2,22,50523568,50526461
ENSG00000284664.1,-1.90428262447075,0.0199662803608462,lncRNA:novel transcript,14,64349677,64352284
ENSG00000284738.2,2.55446280732837,0.0002822570017016,"lncRNA:novel transcript, antisense to DENND4B",1,153923284,153935245
ENSG00000285051.2,-1.88176372325314,0.0103103769925348,SLC7A14-AS1,3,170448639,170860993
ENSG00000285117.1,-1.45661025794115,0.0006381020993954,lncRNA:novel transcript,15,43179793,43206481
ENSG00000285625.1,-1.06275557226318,0.0376256557401735,lncRNA:novel transcript,12,56714612,56741535
ENSG00000285848.1,-2.29623201334781,0.0100372521116338,"lncRNA:novel transcript, antisense to CRISPLD2",16,84817182,84856665
ENSG00000285867.1,1.34634245566671,0.042352289797151,lncRNA:Novel transcript,1,153586813,153606283
ENSG00000285994.1,2.21634145521578,0.0006268222092599,"lncRNA:novel transcript, sense intronic to CAMK1D",10,12563151,12567351
ENSG00000286292.2,1.19002877316487,0.0378677443203435,lncRNA:novel transcript,4,184475196,184502681
ENSG00000286388.1,2.49116767810762,8.90193753919502e-05,lncRNA:novel transcript,5,1345197,1350786
ENSG00000286535.1,-1.70886973085707,0.0211359381551767,"lncRNA:novel transcript, antisense to ASAP1",8,130358787,130362461
ENSG00000286707.1,-1.01543075217321,0.0423531794508204,lncRNA:novel transcript,2,26298570,26306340
ENSG00000286872.1,-1.29966181358702,0.0144544480659,"lncRNA:novel transcript, antisense to TM6SF1",15,83095333,83108754
ENSG00000287040.1,-1.35441086323063,0.0246507574460522,lncRNA:novel transcript,1,159900475,159903431
ENSG00000287252.2,-2.39077945470211,0.0073058667780071,lncRNA:novel transcript,6,27757416,27763269
ENSG00000287736.1,2.00947014293044,0.0155015867892926,PTCSC1,8,133054959,133057767
ENSG00000287892.1,1.58992112511061,0.0183442285230371,"lncRNA:novel transcript, antisense to LRRK1",15,101058647,101063904
ENSG00000287967.1,-1.67221307028421,0.0002753105361598,"lncRNA:novel transcript, antisense to UQCR10",22,29767091,29768096
ENSG00000288684.1,1.10423741887971,1.08154180632758e-07,"lncRNA:novel transcript, antisense to UQCR10",9,32455323,32552603
ENSG00000288756.1,2.49377001714268,0.0205790322849755,"lncRNA:novel transcript, antisense to PEX2",8,77000170,77008111
ENSG00000288784.1,1.51811799529839,0.0468806449573626,CTAGE4,7,144183466,144186080
ENSG00000288804.1,1.47105092404695,0.0476720038612091,lncRNA:novel transcript,1,65067808,65069453
ENSG00000288811.1,3.22972587869143,9.32653185034535e-08,lncRNA:novel transcript,22,18349942,18361190
ENSG00000288849.1,1.44791181646459,0.0005718920138689,lncRNA:novel transcript,16,83808101,83916173
ENSG00000288855.1,1.39889151779508,0.0153064468257917,"lncRNA:novel transcript, sense intronic to NIN",14,50736300,50737517
ENSG00000288881.1,-1.19360462665022,0.0051099590688576,"lncRNA:novel transcript, sense intronic to NRF1",7,129642758,129645063
ENSG00000288983.1,1.71098814243911,0.0157056026456275,lncRNA:novel transcript,16,30634507,30635572
ENSG00000289137.1,-1.2883927920332,0.012208010843172,lncRNA:novel transcript,14,99284624,99287369
ENSG00000289227.1,-1.92754579660976,0.0048711000856742,"lncRNA:novel transcript, sense intronic to SLC44A1",9,105402975,105404255
ENSG00000289251.1,-1.55756015100332,0.0150920869605441,lncRNA:novel transcript,7,45187005,45192619
